Group Number,Tutorial Group,Student ID,School,Name,Gender,CGPA
1100,G-9,1718,MAE,Lily Cheng,Female,4.12
1100,G-9,3460,SoH,Arif Hussain,Male,4.01
1100,G-9,4991,CoB (NBS),Felicia Cheung,Female,4.08
1100,G-9,866,NIE,Adeline Ng,Female,4.15
1100,G-9,2991,CEE,Yuri Li,Male,4.03
1101,G-90,4417,CCDS,Samiullah Tariq,Male,4.0
1101,G-90,1753,SoH,Sonia Lee,Female,4.15
1101,G-90,4180,CCDS,Alyssa Parker,Female,4.19
1101,G-90,273,CoB (NBS),Yunfeng,Male,4.1
1101,G-90,4142,MSE,Meisha Mehta,Female,4.12
1102,G-90,2241,SSS,Lakshmi Nair,Female,4.02
1102,G-90,3779,MSE,Oliver Cheng,Male,3.89
1102,G-90,5655,CCEB,Chengwei,Female,4.15
1102,G-90,24,SoH,Rida Awan,Female,4.06
1102,G-90,1912,CCDS,Dingming,Male,4.52
1103,G-90,3506,CCDS,Nathan Kim,Male,4.26
1103,G-90,5235,SSS,Chloe King,Female,4.02
1103,G-90,132,EEE,Aditi Verma,Female,4.0
1103,G-90,1561,SBS,Vince Mendoza,Male,4.1
1103,G-90,5319,CCDS,Liang Chen,Female,4.19
1104,G-90,4763,EEE,Mila Richardson,Female,3.92
1104,G-90,4729,CCDS,Oscar Ho,Male,3.95
1104,G-90,10,CoB (NBS),Chandra Dewi,Female,4.2
1104,G-90,3542,CEE,Nadia Pineda,Female,4.09
1104,G-90,4553,CCEB,Sandeep Kumar,Male,3.8
1105,G-90,353,CEE,Anthony Grant,Male,4.01
1105,G-90,1887,CCEB,Maya Mehta,Female,4.2
1105,G-90,4875,CCDS,Jiang Bo,Male,4.03
1105,G-90,2612,SSS,Jaden Dela Cruz,Male,4.01
1105,G-90,846,CoB (NBS),Mei Li,Female,4.01
1106,G-90,3136,SPMS,Sakura Yoshida,Female,3.86
1106,G-90,1381,EEE,Nathan Lim,Male,4.02
1106,G-90,2414,CEE,Yuna Kim,Female,4.15
1106,G-90,4105,CoB (NBS),Celia Wang,Female,4.14
1106,G-90,488,SBS,David Young,Male,4.14
1107,G-90,788,CCDS,Dai Sato,Male,4.26
1107,G-90,4147,CCEB,Sofiya Khan,Female,4.03
1107,G-90,5294,EEE,Karthik Reddy,Male,4.01
1107,G-90,5091,SPMS,Rajesh Mehta,Male,4.03
1107,G-90,2213,SSS,Hania Khan,Female,4.04
1108,G-90,4191,CoB (NBS),Romy Hughes,Female,4.04
1108,G-90,4075,EEE,Dmitry Ivanovich,Male,4.06
1108,G-90,5618,ASE,Evelyn Clark,Female,4.1
1108,G-90,2313,CoB (NBS),Lila Morgan,Female,4.06
1108,G-90,4829,SSS,Oliver Chen,Male,3.89
1109,G-90,4929,CEE,Usman Malik,Male,4.08
1109,G-90,1319,MAE,Neha Verma,Female,4.06
1109,G-90,3518,CCDS,Bennett Zhang,Male,4.18
1109,G-90,1514,SoH,Nikhil Singhal,Male,4.1
1109,G-90,1702,MSE,Gracie Mendoza,Female,4.03
1110,G-90,2086,MSE,Jingyi Li,Female,4.06
1110,G-90,3964,SoH,Liam Davis,Male,4.1
1110,G-90,1898,CCEB,Zara Rivera,Female,4.22
1110,G-90,1601,SSS,Samira Younis,Female,4.01
1110,G-90,2440,EEE,Liam Brown,Male,4.17
1111,G-91,4986,CEE,Xander Wang,Male,4.14
1111,G-91,4656,CoB (NBS),Exiang,Female,4.05
1111,G-91,2377,CoE,Ryan Peterson,Male,4.15
1111,G-91,4996,CCDS,Zheng Li,Male,4.11
1111,G-91,85,CoB (NBS),Kira Sato,Female,4.01
1112,G-91,5166,EEE,Qiao Min,Female,4.01
1112,G-91,1749,CEE,Aiyun Zhou,Male,4.2
1112,G-91,3998,MAE,Elena Morales,Female,4.17
1112,G-91,3450,SSS,Lyra Tsai,Female,4.06
1112,G-91,5206,CoE,Raymond Lim,Male,4.07
1113,G-91,2441,CCDS,Wei Ming,Male,4.06
1113,G-91,5531,CoB (NBS),Sofia Lin,Female,4.14
1113,G-91,2401,CCDS,Karthik Nair,Male,4.12
1113,G-91,3519,SoH,Parker Martin,Male,4.22
1113,G-91,5120,SBS,Aria Wang,Female,4.2
1114,G-91,2015,ASE,Tanisha Malhotra,Female,4.21
1114,G-91,4705,EEE,Hui Ling Ng,Male,4.2
1114,G-91,474,CoB (NBS),Vikram Rao,Male,3.82
1114,G-91,5972,SoH,Clara Xu,Female,4.03
1114,G-91,443,WKW SCI,Huang Wei Lim,Male,4.05
1115,G-91,5082,CoE,Gunnar Yang,Male,4.2
1115,G-91,1009,SSS,Samia Khan,Female,4.03
1115,G-91,4760,CoB (NBS),Uli Dwi,Female,4.1
1115,G-91,5208,CEE,Tristan Zhang,Male,4.09
1115,G-91,1397,CCEB,Nadia Aziz,Female,4.1
1116,G-91,4692,CoB (NBS),Lily Rogers,Female,4.2
1116,G-91,5295,SSS,Michael Zhang,Male,3.98
1116,G-91,5845,CCDS,Yoko Taniguchi,Female,3.85
1116,G-91,4971,CoE,Charlotte Anderson,Female,4.0
1116,G-91,3584,CEE,Xing Wei,Male,4.1
1117,G-91,354,CEE,Haris Malik,Male,4.05
1117,G-91,1834,SSS,Ha Tran,Female,4.15
1117,G-91,2660,CoE,Gavin Tan,Male,3.88
1117,G-91,4084,NIE,Xavier Cox,Male,4.19
1117,G-91,5763,CoB (NBS),Mia Sun,Female,4.12
1118,G-91,3505,EEE,Nina Wong,Female,3.9
1118,G-91,5104,SPMS,Samuel Lim,Male,4.11
1118,G-91,331,NIE,Oliver Chen,Male,4.17
1118,G-91,692,CoB (NBS),Samantha Ng,Female,4.18
1118,G-91,3085,ADM,Andrew Wong,Male,4.03
1119,G-91,2173,EEE,Kiran Nair,Male,4.05
1119,G-91,1198,MAE,Fatima Ali,Female,4.15
1119,G-91,3579,CoE,Landon Liu,Male,4.05
1119,G-91,5748,CoE,Akash Choudhary,Male,3.85
1119,G-91,1695,CoB (NBS),Zainab Binti Musa,Female,4.15
1120,G-91,84,MAE,Tallulah Tan,Female,4.05
1120,G-91,5760,EEE,Zane Chen,Male,4.01
1120,G-91,2997,CoB (NBS),Alyssa Yeo,Female,4.05
1120,G-91,5640,CCEB,Alya Binti Harun,Female,4.3
1120,G-91,4240,CCDS,Ajay Thakur,Male,4.14
1121,G-92,1913,CoB (NBS),Heng Wei,Male,4.0
1121,G-92,1332,CoB (NBS),Lily Smith,Female,3.92
1121,G-92,99,EEE,Abigail Lee,Female,4.09
1121,G-92,5135,CCEB,Quin Tsang,Male,4.22
1121,G-92,1391,MSE,Qistina Binti Mohd,Female,4.2
1122,G-92,5292,EEE,Shalini Rao,Female,3.92
1122,G-92,2301,MAE,Zane Tan,Male,4.2
1122,G-92,3856,CCDS,Avery Reyes,Female,4.22
1122,G-92,4073,CoB (NBS),Anum Iqbal,Female,4.15
1122,G-92,2848,CEE,Kuzaimi Bin Rahman,Male,4.0
1123,G-92,1700,CoB (NBS),Kevin Chang,Male,4.03
1123,G-92,5865,SPMS,Lan Xiu,Female,4.23
1123,G-92,3013,NIE,Harper Chen,Female,4.12
1123,G-92,3023,EEE,Carter Young,Male,4.1
1123,G-92,2494,CCEB,Jessie Tan,Female,4.0
1124,G-92,146,MAE,Jasmine Zhao,Female,4.19
1124,G-92,4400,CCDS,Tobias Li,Male,4.22
1124,G-92,1199,NIE,Tariq Khan,Male,4.0
1124,G-92,2063,CCEB,Samantha Evans,Female,4.03
1124,G-92,4627,WKW SCI,Michael Brown,Male,3.9
1125,G-92,555,CCDS,Ricky Tan,Male,4.02
1125,G-92,4113,SBS,Rania Noor,Female,3.94
1125,G-92,5806,NIE,Khanh Nguyen,Male,4.18
1125,G-92,4635,CCDS,Qais Bin Mohd,Male,4.25
1125,G-92,3900,CoB (NBS),Riley Green,Female,4.03
1126,G-92,4945,CoB (NBS),Sarah Kelly,Female,4.17
1126,G-92,4146,CoB (NBS),Amit Chandra,Male,3.85
1126,G-92,1333,NIE,Vincent Wong,Male,4.02
1126,G-92,4369,SSS,Megan Tan,Female,4.15
1126,G-92,4027,EEE,Lucas Lee,Male,4.2
1127,G-92,3768,CoE,Ming Zhou,Male,4.18
1127,G-92,175,WKW SCI,Sara Zhang,Female,4.17
1127,G-92,2210,CCDS,Ilya Semyonov,Male,4.09
1127,G-92,2369,CCEB,Hao Jun Lim,Male,4.1
1127,G-92,4202,SoH,Sasha Lim,Female,4.12
1128,G-92,2236,SPMS,Salina Binti Omar,Female,3.95
1128,G-92,5470,CEE,Husni Bin Mohd,Male,4.15
1128,G-92,1189,SoH,Aria Patel,Female,4.12
1128,G-92,380,CoB (NBS),Ella Ramirez,Female,4.01
1128,G-92,2325,EEE,Xander Yip,Male,4.21
1129,G-92,3047,NIE,Nico Lim,Male,4.22
1129,G-92,4344,SSS,Tatiana Ivanovna,Female,4.16
1129,G-92,2681,SBS,Samuel Robinson,Male,4.06
1129,G-92,1185,SPMS,Nicolas Brown,Male,4.08
1129,G-92,2304,CoB (NBS),Erica Chen,Female,4.17
1130,G-92,461,CCEB,Fathima Khan,Female,4.25
1130,G-92,3793,CEE,Jett Green,Male,4.19
1130,G-92,904,CCDS,Harris Rahman,Male,4.0
1130,G-92,5626,EEE,Jing Chen,Female,4.01
1130,G-92,2900,SBS,Leo Turner,Male,4.19
1131,G-93,1921,CCDS,Joseph Parker,Male,4.12
1131,G-93,2249,EEE,Omar Khan,Female,4.2
1131,G-93,1932,CoB (NBS),Niamh Wright,Female,4.09
1131,G-93,4176,EEE,Henry Lin,Male,4.09
1131,G-93,4972,SSS,Anya Tan,Female,4.02
1132,G-93,3293,SoH,Sari Rakhmawati,Female,4.79
1132,G-93,1147,SSS,Zhi Zhen,Male,3.92
1132,G-93,3751,ADM,Finn Walker,Male,4.1
1132,G-93,2651,CoB (NBS),Disha Mehta,Female,3.86
1132,G-93,5001,CoB (NBS),Carter Liu,Male,4.17
1133,G-93,1118,CoB (NBS),Hiroshi Tanaka,Male,4.15
1133,G-93,4970,SSS,Tran Thi Luong,Female,3.88
1133,G-93,106,CCDS,Lily White,Female,4.18
1133,G-93,4907,CCEB,Aman Kumar,Male,4.18
1133,G-93,893,CoB (NBS),Sofia Williams,Female,4.09
1134,G-93,1498,NIE,Akemi Saito,Female,4.52
1134,G-93,492,EEE,Darren Yeo,Male,4.2
1134,G-93,2761,CoB (NBS),Anu Joshi,Female,4.48
1134,G-93,5862,LKCMedicine,Tanya Mohan,Female,4.06
1134,G-93,3822,CCEB,Yuan Lei,Male,4.12
1135,G-93,1295,CoB (NBS),Maxwell Li,Male,4.05
1135,G-93,5634,CCEB,Willow Bennett,Female,4.1
1135,G-93,4710,EEE,Anjali Joshi,Female,4.15
1135,G-93,1637,CEE,Zane Chan,Male,4.19
1135,G-93,1205,MAE,Zainab Malik,Female,4.19
1136,G-93,1028,EEE,Kriti Jain,Female,4.2
1136,G-93,5307,CoE,Peizhen,Male,4.05
1136,G-93,4065,MAE,Holly Zhang,Female,4.03
1136,G-93,2172,CoB (NBS),Aisha Binti,Female,4.02
1136,G-93,5807,CCDS,Benjamin Zhang,Male,4.27
1137,G-93,3342,NIE,Chau Tran,Male,4.25
1137,G-93,4597,CoE,Pamela Tan,Female,4.14
1137,G-93,2599,ADM,Charles Cooper,Male,4.02
1137,G-93,4752,SBS,Liam Ng,Male,4.0
1137,G-93,5610,CCDS,Xiu Zhen Tan,Female,4.1
1138,G-93,816,CoB (NBS),Khalisah Binti Mohd,Female,3.9
1138,G-93,5013,CEE,Rohan Bhatt,Male,4.18
1138,G-93,22,CCEB,Zara Johnson,Female,4.05
1138,G-93,2064,NIE,Ronghua,Female,4.15
1138,G-93,601,EEE,Ulysses Yip,Male,4.01
1139,G-93,3834,SoH,Adeel Hussain,Male,4.23
1139,G-93,1857,SSS,Fitriani Rahayu,Female,4.05
1139,G-93,4566,SBS,Sonia Kapoor,Female,4.19
1139,G-93,5798,CEE,Lucas Ong,Male,4.19
1139,G-93,1948,CCDS,Cika Puspita,Female,4.1
1140,G-93,2185,ADM,Rania Binti Ali,Female,4.1
1140,G-93,4610,EEE,Logan Perry,Male,4.08
1140,G-93,1394,SoH,Lydia Bennett,Female,4.0
1140,G-93,5446,CCEB,Meera Iyer,Female,4.18
1140,G-93,4653,CCDS,Oliver Wright,Male,4.18
1141,G-94,4137,CoE,Mason Lee,Male,4.03
1141,G-94,3438,SBS,Layla Alvi,Female,4.09
1141,G-94,4983,EEE,Ishika Roy,Female,4.19
1141,G-94,2508,CCEB,Ahmed Choudhary,Male,3.85
1141,G-94,2899,CoB (NBS),Zainab Rehman,Female,4.14
1142,G-94,156,CoB (NBS),Scarlett Collins,Female,4.18
1142,G-94,2240,CCDS,Saanvi Verma,Female,4.18
1142,G-94,1969,EEE,Riley Turner,Female,4.22
1142,G-94,5484,MAE,Chloe Robinson,Female,3.91
1142,G-94,3432,ASE,Rully Prabowo,Male,4.15
1143,G-94,5179,LKCMedicine,Kade Wu,Male,4.1
1143,G-94,4082,SoH,Paige Wong,Female,4.06
1143,G-94,2437,CEE,Charlotte Foster,Female,4.0
1143,G-94,5203,CoB (NBS),Nikhil Bansal,Male,3.88
1143,G-94,3495,MAE,Shan Mei,Female,4.03
1144,G-94,4891,SSS,Sheela Krishnan,Female,4.0
1144,G-94,5719,EEE,Spencer Xu,Male,4.11
1144,G-94,2551,CoB (NBS),Ivy Lin,Female,4.18
1144,G-94,3637,MAE,Pallavi Reddy,Female,4.12
1144,G-94,727,SPMS,Parker Wu,Male,4.48
1145,G-94,2499,CoE,Jackson Allen,Male,4.12
1145,G-94,1669,CEE,Sofia Cooper,Female,4.03
1145,G-94,1793,EEE,Ella Tan,Female,4.14
1145,G-94,1481,CoB (NBS),Freddy Wong,Male,4.22
1145,G-94,4033,CCEB,Maya Huang,Female,4.06
1146,G-94,63,WKW SCI,Lara Wong,Female,4.05
1146,G-94,579,CEE,James Nelson,Male,4.01
1146,G-94,998,CoE,Paola Santos,Female,3.95
1146,G-94,4232,CCEB,Fatimah Noor,Female,4.14
1146,G-94,5409,SPMS,Wang Wei,Male,4.15
1147,G-94,4522,SSS,Caleb Hughes,Male,4.08
1147,G-94,4556,CoB (NBS),Peixuan,Female,4.25
1147,G-94,5169,MSE,Gracie Hall,Female,3.85
1147,G-94,5133,ADM,Houston Chen,Male,4.14
1147,G-94,241,MAE,Chloe Davis,Female,4.15
1148,G-94,2725,SSS,Natalia Chen,Female,4.06
1148,G-94,94,MAE,Ajay Bansal,Male,4.11
1148,G-94,797,MSE,Riya Kapoor,Female,4.06
1148,G-94,1107,CoB (NBS),Zara Khan,Female,4.09
1148,G-94,1583,CEE,Amir Bin Khair,Male,4.05
1149,G-94,551,SBS,Lorenzo Wu,Male,4.04
1149,G-94,1751,MAE,Cindy Tan,Female,4.15
1149,G-94,4230,SSS,Anita Devi,Female,3.85
1149,G-94,3892,CoE,Long Thi Bich,Male,4.11
1149,G-94,3910,SPMS,Hannah Morris,Female,4.01
1150,G-94,1071,CEE,Margaret Tan,Female,4.19
1150,G-94,5753,CCEB,Ezekiel Li,Male,4.04
1150,G-94,4530,NIE,Nan Liu,Female,4.04
1150,G-94,1893,SBS,Nida Javed,Female,4.19
1150,G-94,184,SoH,Adriel Tan,Male,4.03
1151,G-95,2226,SSS,Subhash Yadav,Male,4.19
1151,G-95,251,SoH,Isabella White,Female,3.94
1151,G-95,3562,CoE,Saqib Khan,Male,4.16
1151,G-95,4439,CEE,Caden Rivera,Male,4.03
1151,G-95,2572,SSS,Madeline Wu,Female,4.11
1152,G-95,4733,SoH,Scarlett Lee,Female,3.89
1152,G-95,657,CoE,Yong Cheng Tan,Male,4.2
1152,G-95,1509,WKW SCI,Nianzu,Male,4.0
1152,G-95,3059,MAE,Emily Ho,Female,3.88
1152,G-95,3158,CCDS,Jae-Min Park,Male,4.52
1153,G-95,3698,CoB (NBS),Hui Ying Tan,Male,4.0
1153,G-95,5455,CCEB,Selah Lin,Female,3.95
1153,G-95,4926,SBS,Quinton Young,Male,4.03
1153,G-95,2284,SoH,Ailin,Male,4.3
1153,G-95,1211,EEE,Kanya Setiawati,Female,3.9
1154,G-95,3410,CCEB,Raegan Chen,Female,4.0
1154,G-95,1060,CoB (NBS),Igor Kuznetsov,Male,3.9
1154,G-95,5440,CoE,Adil Khan,Male,4.09
1154,G-95,5407,CEE,Zara Binti Zain,Female,3.91
1154,G-95,4085,CCDS,Matthew Baker,Male,4.5
1155,G-95,1846,CoE,Darren Scott,Male,4.18
1155,G-95,2917,SoH,Manisha Wadhwa,Female,4.17
1155,G-95,1581,ASE,Kunal Joshi,Male,4.1
1155,G-95,4480,EEE,Jesse Bennett,Male,4.11
1155,G-95,3734,CEE,Aubrey Collins,Female,3.91
1156,G-95,1848,SSS,Malaya Chen,Female,4.03
1156,G-95,4567,CoE,Siddharth Patil,Male,4.11
1156,G-95,721,WKW SCI,Carter Li,Male,4.18
1156,G-95,4704,MAE,Dahlia Cooper,Female,4.1
1156,G-95,3339,NIE,Koh Tze,Male,3.88
1157,G-95,1928,NIE,Ming Wei,Male,4.15
1157,G-95,2480,ADM,Zara Noor,Female,4.04
1157,G-95,5242,CCEB,Rizky Hidayat,Male,4.1
1157,G-95,2501,CoB (NBS),Riku Nakamura,Male,4.0
1157,G-95,3545,SSS,Saniya Ali,Female,4.08
1158,G-95,2700,EEE,Layla Tan,Female,3.94
1158,G-95,1880,SSS,Christopher Martinez,Male,4.17
1158,G-95,3885,MAE,Liam Yu,Male,4.01
1158,G-95,3466,CEE,Li Jing,Female,3.89
1158,G-95,5284,CoE,Souta Watanabe,Male,3.8
1159,G-95,4615,CCEB,Kenta Matsumoto,Male,3.86
1159,G-95,3012,SSS,Anam Iqbal,Female,4.14
1159,G-95,5710,SoH,Kartik Nair,Male,4.26
1159,G-95,3412,EEE,Rishabh Yadav,Male,4.01
1159,G-95,808,CCEB,Lillian Cooper,Female,4.05
1160,G-95,191,CCDS,Ying Hui,Female,4.2
1160,G-95,591,MSE,Ming Yu,Male,4.12
1160,G-95,4812,CoB (NBS),Quincy Ramos,Male,4.05
1160,G-95,3151,EEE,Lijun,Female,4.2
1160,G-95,4186,WKW SCI,Aditya Bansal,Male,4.02
1161,G-96,4092,SBS,Kunal Sinha,Male,4.12
1161,G-96,3783,CCDS,Ranya Al-Mansoori,Female,4.17
1161,G-96,4693,LKCMedicine,Ellie Bell,Female,3.86
1161,G-96,558,WKW SCI,Zhao Lei,Male,4.15
1161,G-96,1544,CoB (NBS),Jessica Tan,Female,4.04
1162,G-96,5587,CCEB,Aisha Binti Rahman,Female,3.85
1162,G-96,5363,CoB (NBS),Chad Dela Cruz,Male,4.02
1162,G-96,3447,SSS,Aditi Chai,Female,4.03
1162,G-96,5207,SBS,Olive Lim,Female,4.21
1162,G-96,5652,EEE,Liam Wang,Male,4.06
1163,G-96,3552,CEE,Dmitri Andreevich,Male,4.0
1163,G-96,5327,MSE,Vera Smith,Female,4.02
1163,G-96,5262,CoB (NBS),Samantha Flores,Female,4.02
1163,G-96,3862,MAE,Jin-Soo Lee,Male,4.17
1163,G-96,5834,CCEB,Rida Iqbal,Female,4.06
1164,G-96,5278,LKCMedicine,Anjali Tiwari,Female,3.94
1164,G-96,717,CCDS,Victor Santos,Male,4.1
1164,G-96,2888,SSS,Ellie Rivera,Female,4.1
1164,G-96,5397,CCEB,Yumiko Watanabe,Female,3.94
1164,G-96,4614,EEE,Ethan Harris,Male,4.14
1165,G-96,5050,SBS,Yun Chen,Male,4.2
1165,G-96,4939,CoB (NBS),Sophie Taylor,Female,4.52
1165,G-96,1088,LKCMedicine,Liang Bo,Male,3.91
1165,G-96,2909,EEE,Alexander Green,Male,4.1
1165,G-96,3224,CCEB,Ritika Mehta,Female,4.08
1166,G-96,3617,MAE,Gwen Kwan,Female,4.0
1166,G-96,4488,EEE,Derek Chen,Male,4.1
1166,G-96,979,CCDS,Patty Lim,Female,4.12
1166,G-96,4189,EEE,Zahra Lestari,Female,4.0
1166,G-96,2344,CoB (NBS),Manish Verma,Male,4.05
1167,G-96,215,CCDS,Ayaan Shah,Male,4.02
1167,G-96,3516,SSS,Nadia Binti Ahmad,Female,4.1
1167,G-96,3738,EEE,Fang Xiu,Female,4.17
1167,G-96,4288,EEE,Oscar Lim,Male,4.17
1167,G-96,4906,EEE,Caiyun,Female,4.0
1168,G-96,5196,SoH,Huilin,Female,4.2
1168,G-96,3171,SBS,Cody Evans,Male,4.02
1168,G-96,5352,MAE,Sophia Smith,Female,4.15
1168,G-96,511,CoB (NBS),Zhaofeng,Female,4.25
1168,G-96,4370,CCDS,Dhruv Srivastava,Male,4.03
1169,G-96,4079,EEE,Jack Peterson,Male,3.95
1169,G-96,3221,CCEB,Una Kaur,Female,4.0
1169,G-96,2905,SBS,Ella Wright,Female,3.88
1169,G-96,2404,CoB (NBS),Isaiah Li,Male,4.15
1169,G-96,609,CCDS,Marina Tan,Female,4.17
1170,G-96,4037,MSE,Ying Xue,Female,4.02
1170,G-96,2782,CoB (NBS),Samuel Robinson,Male,4.14
1170,G-96,4396,CCDS,Zara Ali,Female,4.11
1170,G-96,2826,CoB (NBS),Faisal Bukhari,Female,4.03
1170,G-96,5197,EEE,Asher Li,Male,4.04
1171,G-97,5560,SBS,Zhou Wei,Male,4.02
1171,G-97,86,SSS,Asha Rahman,Female,3.89
1171,G-97,4703,CoB (NBS),Scarlett Evans,Female,4.2
1171,G-97,3694,EEE,Grayson Wright,Male,3.89
1171,G-97,4356,CCEB,Keira Martinez,Female,4.26
1172,G-97,4714,CCDS,Kiran Iyer,Female,3.9
1172,G-97,185,CCEB,Xiu Ying,Female,4.17
1172,G-97,4618,CEE,Tanya Acharya,Female,4.2
1172,G-97,3917,MAE,Jasmine Wong,Female,4.01
1172,G-97,3266,CoB (NBS),Chao Zhang,Male,4.12
1173,G-97,394,CCEB,Lachlan Thompson,Male,4.03
1173,G-97,5829,ADM,Layla Zhao,Female,4.1
1173,G-97,935,CCEB,Ayesha Siddiqui,Female,4.16
1173,G-97,1222,EEE,Long Thi Bich,Male,4.17
1173,G-97,2122,SSS,Zohra Khan,Female,4.18
1174,G-97,408,SSS,Bohan,Female,4.1
1174,G-97,5648,SBS,Hannah Rogers,Female,3.9
1174,G-97,1860,CoB (NBS),Maya Gupta,Female,4.14
1174,G-97,2111,CCDS,Olive Wong,Female,4.18
1174,G-97,2989,CoE,Jayden Chen,Male,4.2
1175,G-97,4602,SPMS,Bodhi Yang,Male,4.17
1175,G-97,2380,CCDS,Siti Aminah Binti Ibrahim,Female,4.1
1175,G-97,3954,EEE,Kira Dewi,Female,4.0
1175,G-97,118,ASE,Adrian Chen,Male,3.97
1175,G-97,1924,CoB (NBS),Mei Xuan Tan,Female,4.0
1176,G-97,2168,EEE,Priti Choudhary,Female,4.26
1176,G-97,3816,CCEB,Rongxian,Female,4.3
1176,G-97,1155,CCDS,Kinsley Price,Female,3.87
1176,G-97,1836,CoB (NBS),Bella Ramirez,Female,4.26
1176,G-97,1953,SPMS,Wei Fang,Male,4.01
1177,G-97,595,EEE,Ali Raza,Male,3.89
1177,G-97,3336,CCDS,Jin-Ah Kim,Female,3.86
1177,G-97,863,SBS,Aria Thompson,Female,3.86
1177,G-97,127,CCDS,Wicaksono Adi,Male,4.2
1177,G-97,1915,CCEB,Maya Wood,Female,4.06
1178,G-97,2771,CoE,Margo Wang,Female,3.91
1178,G-97,1707,SSS,Mei Liu,Female,4.25
1178,G-97,862,CCEB,Violet Lee,Female,4.05
1178,G-97,3218,SBS,Savannah Wood,Female,4.06
1178,G-97,1786,CEE,Tony Tsang,Male,4.07
1179,G-97,3284,SSS,Quade Cruz,Male,3.89
1179,G-97,5239,SBS,Maya Chua,Female,4.21
1179,G-97,4757,CCDS,Kaira Lim,Female,4.01
1179,G-97,2058,CoB (NBS),Alexander Mitchell,Male,4.06
1179,G-97,3176,CEE,Lola Zhao,Female,4.19
1180,G-97,5159,CoB (NBS),Akira Kobayashi,Female,4.14
1180,G-97,1901,CEE,Quinn Yip,Male,4.04
1180,G-97,3442,ADM,Diana Khan,Female,4.0
1180,G-97,854,SSS,Emily Evans,Female,4.19
1180,G-97,1711,CCDS,Bashir Raza,Male,4.11
1181,G-98,568,EEE,Finnley Brooks,Male,4.02
1181,G-98,5866,ASE,Ritika Sharma,Female,4.06
1181,G-98,4172,CCDS,Dhruv Singh,Male,4.14
1181,G-98,5369,SoH,Jay Patel,Male,4.03
1181,G-98,5605,CCDS,Dawn Lim,Female,4.2
1182,G-98,5855,NIE,Nianzu,Female,4.3
1182,G-98,4414,MAE,Colton Bailey,Male,4.12
1182,G-98,4447,CCDS,Gage Fisher,Male,4.22
1182,G-98,1126,CEE,Nina Lin,Female,4.08
1182,G-98,3960,SPMS,Henry Bennett,Male,3.85
1183,G-98,3041,CCDS,Syahrul Bin Omar,Male,4.2
1183,G-98,3122,MAE,Diana Binti Mohd,Female,3.88
1183,G-98,1639,EEE,Matthew Evans,Male,4.11
1183,G-98,2517,ADM,Liu Chen,Male,4.14
1183,G-98,1447,SSS,Avery Smith,Female,4.12
1184,G-98,5545,CCDS,Asha Devi,Female,4.52
1184,G-98,947,CoB (NBS),Zhi Xuan,Male,4.04
1184,G-98,3105,ADM,Maya Lewis,Female,4.05
1184,G-98,4412,SSS,Michelle Lee,Female,4.02
1184,G-98,5550,SoH,Alexander King,Male,4.0
1185,G-98,2335,CCDS,Logan Taylor,Male,4.02
1185,G-98,3695,CCEB,Pei Li,Female,4.18
1185,G-98,529,EEE,Uriah Salazar,Male,4.15
1185,G-98,3491,MSE,Ryusei Nakamura,Male,4.09
1185,G-98,4243,EEE,Emily Li,Female,4.01
1186,G-98,1612,SSS,Mindy Kwan,Female,4.02
1186,G-98,4035,CoE,Umar Sembiring,Male,3.9
1186,G-98,4310,CCDS,Caleb Lim,Male,4.02
1186,G-98,2875,CoB (NBS),Hana Wong,Female,4.01
1186,G-98,4199,CEE,Malachi Foster,Male,4.26
1187,G-98,3220,CCDS,Asher Wang,Male,4.27
1187,G-98,4160,CoB (NBS),Abigail King,Female,4.02
1187,G-98,4927,EEE,Aiden Chen,Male,4.01
1187,G-98,1537,NIE,Josh Thompson,Male,4.18
1187,G-98,2289,MAE,Victoria Reed,Female,3.89
1188,G-98,3983,SBS,Leah Wilson,Female,4.08
1188,G-98,5010,CCDS,Haru Yamaguchi,Male,4.14
1188,G-98,4747,CCDS,Jae-Suk Jung,Male,3.97
1188,G-98,5097,CoB (NBS),Katherine Young,Female,4.14
1188,G-98,738,MSE,Judah Hall,Male,4.03
1189,G-98,3167,SoH,Hugo Yang,Male,4.26
1189,G-98,276,EEE,Zoe Lee,Female,4.03
1189,G-98,1280,CEE,Jason Lam,Male,4.14
1189,G-98,417,CCDS,Budi Santoso,Male,4.05
1189,G-98,2934,EEE,Tara Menon,Female,4.03
1190,G-98,4793,SBS,Kaiming,Female,4.0
1190,G-98,3942,CCDS,Siddharth Mehta,Male,4.21
1190,G-98,1777,WKW SCI,Henry Hill,Male,4.1
1190,G-98,107,EEE,Paige Wang,Female,3.88
1190,G-98,4691,SPMS,Carter Lee,Male,4.11
1191,G-99,2443,CCDS,Manoj Patel,Male,4.0
1191,G-99,5482,CEE,Joanna Tan,Female,4.02
1191,G-99,5329,CoB (NBS),Ali Zain,Male,3.94
1191,G-99,1238,NIE,Daniel White,Male,4.0
1191,G-99,4855,CCEB,Maya Morgan,Female,4.03
1192,G-99,4913,SPMS,Amaya Tan,Female,3.92
1192,G-99,1653,CCDS,Travis Wong,Male,4.02
1192,G-99,2981,SSS,Lian Chen,Female,4.26
1192,G-99,4739,SSS,Sophie Rivera,Female,4.06
1192,G-99,1478,MAE,Kylan Yang,Male,4.18
